x,z,taille
# Ensemble de particules : N = 100 | d = 0.1 | E_0 = 1 | taille = 0
10.25,-8.85,0
-3.85,-5.85,0
0.95,11.95,0
18.65,8.55,0
24.75,-5.55,0
5.05,19.45,0
-2.65,14.15,0
-24.35,-0.45,0
-6.15,17.55,0
1.65,-19.45,0
2.95,2.45,0
22.25,-15.15,0
5.05,6.45,0
9.95,-5.95,0
14.65,21.15,0
-22.65,16.25,0
-19.85,7.35,0
23.55,-19.75,0
14.75,-23.35,0
-19.45,15.55,0
-7.75,8.75,0
-9.85,10.35,0
-15.45,-15.15,0
-11.45,-13.15,0
-8.35,-9.65,0
-23.85,-6.05,0
22.65,17.05,0
19.35,23.75,0
-23.65,22.95,0
-1.75,-7.35,0
1.75,5.85,0
18.75,11.95,0
-2.45,-18.65,0
19.75,5.15,0
5.55,23.15,0
-22.85,-4.05,0
9.45,-5.25,0
-4.25,22.05,0
10.45,-0.75,0
-19.05,1.85,0
8.05,-4.55,0
21.65,-16.65,0
3.15,-15.05,0
-22.85,11.15,0
11.15,0.35,0
-14.05,18.45,0
-24.25,3.45,0
-3.15,11.85,0
9.55,-17.95,0
-19.45,-10.25,0
24.75,10.65,0
5.45,-22.75,0
0.15,22.85,0
-1.05,-13.95,0
3.95,-24.35,0
22.35,22.25,0
-4.65,13.05,0
-4.75,10.85,0
-5.95,-5.85,0
-21.75,17.15,0
-9.85,-21.05,0
-23.45,-4.05,0
12.25,-21.15,0
-19.15,-19.95,0
-20.95,-11.55,0
-12.55,21.75,0
4.15,-7.35,0
21.05,10.05,0
-17.05,20.95,0
-6.65,2.45,0
-17.85,18.75,0
-1.45,10.85,0
-10.65,-14.75,0
-4.25,-23.65,0
-9.75,-12.05,0
-6.05,-17.85,0
2.95,-10.15,0
5.05,-2.25,0
-15.95,24.35,0
24.65,18.45,0
-15.15,-20.45,0
-10.75,7.35,0
23.45,-16.95,0
1.55,17.35,0
-14.95,21.25,0
1.85,3.65,0
7.35,-7.25,0
22.35,-0.75,0
-5.15,6.15,0
15.45,-13.55,0
-13.65,-8.55,0
16.85,18.75,0
-18.25,4.45,0
-5.45,-12.95,0
10.25,24.35,0
-0.45,18.65,0
15.85,-22.15,0
-12.55,18.45,0
21.95,15.65,0
-18.45,-12.25,0
2.35,-0.25,0
0.35,-12.45,0
-13.55,-1.95,0
-23.25,12.95,0
2.45,23.25,0
0.65,-14.55,0
-24.25,-13.25,0
-11.65,17.85,0
20.75,-24.95,0
1.25,-1.75,0
6.95,-16.45,0
-17.75,20.55,0
-14.25,-0.25,0
20.75,13.05,0
-14.25,14.95,0
12.55,24.85,0
-5.25,6.55,0
4.45,-10.45,0
4.85,-11.45,0
15.75,12.05,0
10.25,24.85,0
-16.25,14.05,0
-5.75,6.65,0
-22.55,-0.45,0
22.55,-23.75,0
18.65,18.15,0
1.35,-21.15,0
-12.25,-10.85,0
-20.55,-24.85,0
-19.55,-3.85,0
-16.95,-24.55,0
11.55,24.35,0
-21.75,-12.35,0
-21.15,22.95,0
0.95,-10.45,0
20.55,19.75,0
16.25,-5.45,0
-9.85,12.65,0
-22.25,20.15,0
-13.35,-18.85,0
-14.45,-14.15,0
8.45,19.05,0
22.85,-18.95,0
-24.35,-21.45,0
10.85,-8.55,0
14.45,-3.15,0
-8.75,13.95,0
-23.55,-9.35,0
2.65,-5.25,0
-4.35,23.95,0
-14.75,11.95,0
-11.65,-2.85,0
16.95,-11.75,0
-2.45,-5.45,0
5.55,-2.45,0
-5.05,-12.35,0
-6.85,0.95,0
-2.45,4.45,0
14.65,-4.85,0
-15.55,14.55,0
-2.55,-21.45,0
22.65,9.55,0
12.75,3.45,0
21.15,12.55,0
-11.35,20.05,0
-4.15,4.55,0
2.75,10.75,0
-2.85,11.25,0
24.05,-24.85,0
-11.35,-5.55,0
24.55,-5.85,0
-3.75,-19.75,0
11.75,16.05,0
19.05,-2.05,0
17.35,21.95,0
11.75,-24.65,0
-8.35,-21.45,0
-24.65,10.95,0
-21.75,-3.65,0
-21.75,-7.75,0
23.15,14.55,0
-9.15,-5.15,0
-3.25,-17.75,0
0.05,-16.15,0
20.55,-7.35,0
-4.05,-18.25,0
1.25,-19.05,0
-7.55,-22.85,0
-8.85,-19.85,0
-24.45,-20.85,0
-7.35,-18.85,0
6.35,19.05,0
-5.75,-22.65,0
-10.55,-21.25,0
-20.65,7.35,0
-8.55,4.85,0
-22.45,-6.25,0
-4.95,-20.65,0
-2.55,-22.15,0
20.55,-19.25,0
-19.45,-23.45,0
19.55,-11.25,0
-22.65,6.35,0
-19.15,-15.65,0
2.25,1.75,0
14.05,-22.95,0
6.45,-18.15,0
0.15,20.65,0
-6.45,13.55,0
12.65,-19.55,0
16.05,-14.75,0
7.95,-18.75,0
4.15,22.35,0
11.25,-12.35,0
-9.95,-0.05,0
21.65,-13.35,0
-22.05,11.15,0
15.55,-2.75,0
23.95,13.15,0
4.65,22.85,0
-23.55,1.75,0
-21.25,-18.35,0
-8.95,21.25,0
-13.75,0.05,0
-23.95,0.25,0
18.45,-19.75,0
-16.25,20.95,0
20.65,-7.65,0
-14.25,18.45,0
-22.65,-6.65,0
-20.15,24.95,0
-8.05,9.65,0
14.65,3.85,0
14.15,13.25,0
12.95,-11.45,0
17.05,8.75,0
19.15,-17.15,0
-15.15,-5.65,0
-10.65,19.75,0
-12.75,15.65,0
10.35,19.05,0
8.75,18.55,0
19.25,-7.45,0
-11.15,-23.65,0
24.05,4.25,0
16.25,-14.55,0
22.75,0.45,0
24.75,-23.75,0
21.85,15.25,0
-2.35,-15.95,0
-7.85,-10.25,0
4.35,-21.45,0
-6.05,-11.15,0
7.95,7.85,0
-6.05,6.05,0
9.95,-24.65,0
24.45,13.95,0
6.65,17.35,0
16.75,-2.05,0
1.35,18.35,0
-1.05,-19.45,0
21.55,22.45,0
18.65,18.95,0
23.05,8.95,0
-19.55,1.65,0
-19.95,14.55,0
-1.25,-15.25,0
9.15,4.55,0
-22.45,1.35,0
6.75,16.25,0
-13.25,20.35,0
4.75,-19.65,0
-20.85,18.25,0
-10.45,-14.45,0
-16.55,11.75,0
14.05,2.05,0
-13.55,22.15,0
-3.85,-24.55,0
15.65,17.55,0
3.25,6.95,0
20.95,16.35,0
-24.65,2.95,0
14.25,-1.45,0
-14.15,-16.65,0
-2.45,3.05,0
-9.65,-16.55,0
-5.35,8.55,0
15.85,16.25,0
8.65,-9.75,0
-13.85,-14.55,0
-14.45,21.65,0
-12.35,1.15,0
22.05,-17.35,0
6.35,-19.65,0
2.65,-1.25,0
-16.65,-2.95,0
-2.85,-24.75,0
-2.35,-8.45,0
5.55,-2.75,0
-15.85,8.65,0
4.85,8.75,0
9.65,6.85,0
1.65,9.75,0
13.05,5.75,0
-15.25,10.55,0
13.65,-21.55,0
0.25,9.55,0
-9.65,8.15,0
11.45,-24.05,0
-3.85,-20.15,0
14.15,5.45,0
22.15,-16.05,0
-21.85,19.55,0
4.15,6.75,0
6.75,-5.45,0
-16.15,10.35,0
-9.95,13.65,0
4.45,24.15,0
-10.55,-11.95,0
4.95,-19.05,0
17.65,-16.65,0
10.25,22.15,0
23.25,-14.35,0
11.75,7.05,0
-9.05,7.25,0
23.85,10.65,0
5.25,-22.95,0
3.45,-16.25,0
10.95,-8.05,0
13.25,5.55,0
-10.65,-11.95,0
23.15,13.65,0
-12.85,-12.85,0
-22.35,17.85,0
-24.25,4.95,0
11.95,11.85,0
7.45,-20.15,0
11.25,8.95,0
22.35,-13.05,0
9.05,8.55,0
-21.25,-15.15,0
-8.15,10.05,0
-24.35,24.05,0
24.45,14.95,0
14.75,14.55,0
-12.05,-20.65,0
-6.45,0.85,0
23.95,4.65,0
-3.15,18.55,0
11.75,11.95,0
2.85,-5.75,0
-0.05,10.95,0
5.25,-18.15,0
21.35,17.35,0
1.25,5.95,0
2.05,-7.95,0
-14.85,1.65,0
-11.05,19.65,0
4.65,2.65,0
16.55,17.85,0
-11.55,-16.45,0
-2.35,19.65,0
3.05,15.55,0
15.45,17.65,0
5.35,2.55,0
-2.25,1.15,0
-15.25,-2.95,0
-19.25,-3.35,0
-13.15,-13.05,0
-4.45,4.65,0
6.35,-10.55,0
16.05,10.85,0
-23.95,17.85,0
-4.65,9.45,0
24.55,-2.85,0
-13.95,-6.55,0
-16.65,18.15,0
3.65,-19.65,0
-8.75,-19.05,0
-14.55,-4.55,0
-16.75,-18.05,0
-1.05,-19.65,0
22.35,16.55,0
24.95,23.35,0
17.55,22.15,0
-21.55,-5.65,0
-24.45,-4.75,0
17.55,11.65,0
2.85,-12.65,0
7.85,22.35,0
-23.85,-20.95,0
16.95,-13.25,0
-21.65,11.95,0
21.85,2.45,0
-20.75,-6.25,0
-16.25,1.55,0
21.45,-10.85,0
8.55,13.15,0
-12.85,12.75,0
-8.75,-18.55,0
-1.05,-10.75,0
10.15,-6.95,0
-9.75,-18.95,0
13.45,0.95,0
11.45,-3.75,0
14.65,-5.95,0
10.75,-15.85,0
21.25,11.95,0
14.55,24.85,0
-2.85,11.45,0
21.35,-17.25,0
-4.95,-18.65,0
-9.15,-2.55,0
12.65,12.25,0
0.15,-8.65,0
-22.55,8.15,0
-20.95,-20.55,0
-7.45,-14.85,0
-14.85,9.05,0
-18.45,10.85,0
14.25,12.45,0
21.85,15.75,0
20.55,19.25,0
6.95,-1.95,0
-12.65,-4.55,0
-11.15,-15.15,0
3.75,15.15,0
15.05,-11.95,0
-23.65,-16.75,0
-6.55,-2.65,0
18.15,-17.25,0
20.15,24.65,0
-18.55,-16.25,0
-3.25,-17.05,0
-5.25,12.35,0
-15.95,1.95,0
21.35,4.75,0
-6.05,14.75,0
21.65,24.25,0
24.25,24.05,0
-20.15,-5.85,0
21.65,22.85,0
1.05,-13.05,0
3.95,-5.05,0
14.85,-13.95,0
-2.95,2.45,0
-22.45,16.85,0
21.95,3.25,0
-9.55,15.55,0
-14.55,-7.25,0
-5.15,3.05,0
-18.05,-12.85,0
17.85,-20.85,0
6.35,-12.15,0
7.85,-19.55,0
-9.45,-18.75,0
16.55,14.55,0
-23.25,7.05,0
-20.45,24.75,0
4.85,-16.65,0
-14.15,-3.05,0
12.05,-16.45,0
-2.55,23.35,0
11.45,-17.95,0
15.55,-8.15,0
-6.35,-18.65,0
-13.95,15.55,0
-22.45,-16.35,0
12.65,-21.75,0
2.55,-22.95,0
6.85,8.25,0
-14.85,-2.15,0
-16.65,16.95,0
-19.15,-15.95,0
-20.85,-16.65,0
4.35,-1.95,0
-2.15,-7.25,0
6.95,19.85,0
22.35,-10.45,0
14.45,-16.45,0
7.45,8.45,0
10.35,-8.05,0
-9.15,-13.25,0
6.15,-19.55,0
-20.45,21.05,0
-14.35,-11.55,0
-11.35,16.65,0
-10.95,-20.95,0
3.25,-11.85,0
-16.85,-2.45,0
12.35,-6.35,0
20.05,-24.75,0
8.45,17.85,0
13.65,5.65,0
1.15,-24.65,0
-20.65,-1.45,0
-21.15,16.85,0
-3.85,4.05,0
11.45,16.55,0
-15.45,17.05,0
21.95,22.05,0
-11.85,6.65,0
-6.05,-12.95,0
24.25,-12.65,0
15.15,4.15,0
-3.55,-13.95,0
-5.15,21.05,0
-10.55,1.85,0
-11.05,8.35,0
-15.65,-14.15,0
16.75,-20.85,0
14.45,-4.65,0
-5.05,-1.45,0
-14.85,12.05,0
21.15,13.35,0
-0.55,13.75,0
-9.45,11.65,0
12.05,15.35,0
-16.55,18.95,0
-19.55,-9.75,0
21.35,-16.45,0
-6.75,17.45,0
-21.75,-23.15,0
20.65,2.15,0
15.95,0.85,0
20.35,-18.25,0
9.15,-13.45,0
-0.35,10.15,0
21.35,-15.25,0
3.35,23.95,0
-20.55,6.75,0
24.75,-15.25,0
16.85,-23.45,0
21.95,-8.85,0
-8.15,23.95,0
-15.65,6.75,0
18.55,1.05,0
24.35,-21.95,0
7.95,7.25,0
-22.35,14.65,0
4.15,24.55,0
-18.15,16.25,0
21.05,-7.05,0
-13.95,16.65,0
-12.75,10.75,0
-14.05,-16.45,0
-13.15,18.95,0
-15.25,8.15,0
-5.95,-23.05,0
-9.35,-18.25,0
0.55,5.25,0
20.25,0.55,0
-19.65,-21.45,0
-13.85,12.55,0
3.55,18.75,0
-6.05,-10.55,0
-23.75,-10.75,0
12.35,18.85,0
-13.75,-6.55,0
10.65,-11.25,0
22.25,-17.25,0
8.85,14.75,0
-23.75,-8.75,0
23.95,-9.45,0
-23.75,8.95,0
-2.05,11.35,0
16.55,-0.85,0
-7.25,21.85,0
18.15,10.85,0
-9.55,6.85,0
-2.25,15.05,0
17.35,-15.85,0
-22.05,7.35,0
-18.75,4.95,0
1.95,7.25,0
7.05,15.45,0
-15.15,5.25,0
16.35,-9.35,0
-7.35,8.85,0
9.15,24.25,0
-15.15,-11.45,0
23.15,-0.95,0
10.95,-21.65,0
-8.95,-23.45,0
12.95,14.45,0
-9.35,-0.05,0
-9.75,-7.25,0
-22.35,-0.85,0
-0.05,-1.85,0
-3.85,1.85,0
-21.05,-8.75,0
-1.45,-18.35,0
-11.25,-17.25,0
17.45,2.15,0
-17.35,19.45,0
-22.85,-5.05,0
9.75,20.05,0
-19.25,-7.15,0
-3.85,-20.75,0
-8.35,-16.45,0
6.75,-0.95,0
21.55,21.05,0
9.25,-21.85,0
-11.95,13.75,0
-9.35,13.75,0
-4.05,16.75,0
4.15,11.65,0
11.15,-9.75,0
24.25,-17.85,0
23.75,1.05,0
2.65,-17.85,0
-1.25,14.35,0
20.55,-20.05,0
3.35,6.65,0
-2.85,-2.05,0
-13.45,-17.75,0
-10.05,0.55,0
-2.95,-3.25,0
13.35,9.15,0
17.15,-3.15,0
5.25,-17.55,0
16.65,10.75,0
5.75,-10.65,0
2.25,-14.85,0
2.85,-20.15,0
20.35,15.65,0
3.95,-24.75,0
18.75,-7.35,0
17.75,15.05,0
4.55,4.25,0
15.45,-17.45,0
9.45,13.35,0
3.45,-15.45,0
-3.95,-1.05,0
-5.75,-13.25,0
-14.45,19.25,0
20.35,13.65,0
-5.95,-18.95,0
-19.95,5.35,0
8.05,-6.25,0
4.65,19.35,0
6.85,12.95,0
2.65,-4.15,0
17.95,-22.25,0
-2.35,-1.75,0
15.15,24.35,0
8.75,12.35,0
-3.75,-5.95,0
21.85,13.45,0
-16.65,-11.45,0
7.55,-0.45,0
-21.75,10.15,0
-3.25,-17.95,0
-17.95,-6.35,0
-7.15,3.15,0
6.85,13.95,0
3.35,-2.75,0
-19.75,13.25,0
-19.55,21.05,0
-12.65,-23.05,0
1.95,-8.05,0
8.35,5.05,0
-11.15,-13.95,0
-23.75,16.85,0
-10.45,-20.35,0
-23.35,-19.05,0
-20.75,15.55,0
-1.95,-10.75,0
11.45,14.15,0
13.65,-0.25,0
11.85,2.75,0
19.75,11.75,0
15.25,-5.15,0
-7.75,-8.05,0
-11.15,23.85,0
-15.35,23.75,0
3.05,5.45,0
-23.55,5.35,0
0.85,-15.55,0
6.15,7.15,0
-0.55,6.25,0
-16.05,-17.85,0
-8.65,-24.75,0
11.15,14.65,0
-24.75,3.25,0
-3.75,22.35,0
-6.85,18.15,0
-5.75,23.45,0
21.55,-0.55,0
6.55,-6.85,0
4.55,-7.05,0
-12.45,8.35,0
-24.55,3.15,0
19.85,-9.55,0
22.95,5.95,0
22.15,22.35,0
10.75,5.95,0
-14.65,14.65,0
3.75,-17.65,0
17.45,-22.85,0
6.85,-9.25,0
11.95,23.55,0
-12.95,-1.25,0
0.15,-18.35,0
19.25,-11.55,0
-21.05,-6.05,0
8.65,16.35,0
9.35,16.75,0
12.55,-21.55,0
15.45,3.45,0
21.65,13.95,0
23.15,-14.05,0
4.55,5.75,0
9.65,-14.15,0
-4.65,16.65,0
4.05,-5.25,0
11.85,17.15,0
-20.15,19.15,0
-21.45,6.85,0
4.05,-19.75,0
17.25,-16.85,0
7.45,-19.15,0
-19.45,9.75,0
-4.55,-24.15,0
-22.95,-14.65,0
6.65,-19.05,0
19.85,-24.55,0
-22.75,-6.85,0
-16.55,-10.15,0
-4.75,-11.95,0
12.35,18.35,0
5.35,-1.15,0
-12.85,-19.05,0
-21.35,4.25,0
-20.75,-3.05,0
10.55,-7.85,0
-12.45,14.85,0
-6.85,4.15,0
-17.15,18.35,0
-13.05,-13.75,0
14.05,17.75,0
1.55,-5.45,0
-8.75,16.45,0
-6.75,0.95,0
-4.25,-8.75,0
-22.75,-7.25,0
4.35,11.15,0
-18.75,-6.95,0
0.55,12.35,0
-0.35,4.55,0
-8.05,4.35,0
16.95,-12.65,0
-12.55,12.15,0
20.95,18.45,0
9.35,2.85,0
-16.65,-1.65,0
6.95,-18.05,0
9.05,7.35,0
24.35,-3.95,0
-19.35,-17.05,0
3.45,-11.15,0
-23.75,13.15,0
4.75,-10.05,0
22.65,-9.95,0
-18.75,-20.15,0
16.65,6.15,0
2.95,-15.65,0
-3.95,13.25,0
-13.15,-5.45,0
13.75,-13.25,0
-22.95,2.05,0
-8.75,16.15,0
-2.95,-5.45,0
14.95,-1.25,0
-17.65,18.05,0
-14.95,9.95,0
13.15,-24.45,0
-17.85,-8.85,0
-17.65,8.15,0
8.75,8.15,0
18.45,6.45,0
7.85,-16.55,0
-1.55,-6.45,0
4.55,14.65,0
-13.35,-9.35,0
-11.65,-6.15,0
-18.15,0.25,0
-15.15,10.35,0
-4.75,12.55,0
0.25,7.05,0
-24.95,9.25,0
0.05,-6.45,0
0.15,11.95,0
19.75,20.85,0
10.85,-8.75,0
-12.05,1.45,0
-15.65,-18.35,0
17.05,-3.65,0
17.05,5.25,0
-0.55,6.45,0
-1.25,24.05,0
-12.65,-12.45,0
24.25,6.25,0
6.45,-7.35,0
-23.25,22.85,0
-10.85,13.85,0
21.55,3.95,0
-13.45,12.05,0
19.55,-18.95,0
-20.45,-4.25,0
18.45,-2.45,0
-0.15,-17.35,0
1.75,-7.35,0
12.95,-1.35,0
7.25,4.75,0
-0.45,-7.95,0
10.95,0.85,0
14.45,12.55,0
15.75,-10.35,0
-21.55,10.45,0
1.55,4.95,0
-10.55,18.55,0
-12.45,-12.65,0
17.55,19.55,0
-13.35,8.25,0
6.25,15.65,0
-2.45,-14.45,0
4.05,4.45,0
21.75,-19.85,0
9.85,2.85,0
-5.15,-1.15,0
-14.05,24.75,0
-8.95,10.25,0
4.85,-1.55,0
-4.95,23.65,0
-6.95,6.25,0
-10.85,21.65,0
-5.05,8.85,0
-11.95,12.05,0
7.95,14.75,0
15.45,-19.65,0
-21.15,-24.15,0
1.85,9.65,0
-21.05,-20.55,0
-7.95,-6.75,0
-18.35,-17.95,0
-14.15,-5.25,0
-22.15,-6.25,0
-1.95,9.85,0
22.55,-17.85,0
14.55,4.25,0
-21.95,7.05,0
-9.85,-15.65,0
-6.35,11.75,0
4.75,12.25,0
13.95,-1.95,0
0.55,5.75,0
5.65,-20.55,0
24.35,20.15,0
19.65,17.85,0
-20.45,12.55,0
-18.75,20.15,0
-18.25,-14.95,0
24.55,8.45,0
16.75,0.75,0
6.85,-8.05,0
21.55,10.05,0
2.25,21.85,0
24.75,9.05,0
9.25,-24.25,0
-2.15,-12.25,0
-15.65,-10.25,0
21.55,-8.75,0
9.65,15.15,0
5.05,4.95,0
0.15,-1.25,0
-21.45,1.85,0
-8.65,-12.05,0
-3.35,16.75,0
-22.15,9.15,0
9.65,19.15,0
14.15,-18.85,0
-15.95,2.45,0
-11.45,8.45,0
7.65,-6.35,0
-20.25,17.35,0
-1.15,-13.75,0
21.05,19.95,0
-18.55,10.05,0
6.65,-16.95,0
-0.55,2.85,0
-7.55,19.75,0
-13.25,-22.35,0
6.05,-14.25,0
-17.35,-13.35,0
14.65,-22.95,0
-3.25,-17.15,0
7.45,23.85,0
9.35,4.45,0
-7.35,-16.85,0
-22.65,-12.75,0
15.65,-9.75,0
-6.35,20.45,0
6.75,-4.45,0
17.35,5.75,0
10.55,-22.15,0
-3.25,-10.95,0
-3.55,-20.95,0
14.35,-19.65,0
-7.65,18.45,0
-6.55,-6.35,0
22.45,15.95,0
-11.85,0.35,0
18.85,-8.15,0
7.05,0.45,0
5.25,24.75,0
22.65,6.45,0
22.55,5.25,0
0.95,-19.35,0
6.15,-12.45,0
-21.75,0.25,0
1.35,-15.65,0
-14.65,-6.15,0
-19.35,-22.05,0
23.15,-19.65,0
1.15,16.35,0
-15.35,13.75,0
8.45,6.55,0
8.85,24.35,0
-22.25,10.35,0
5.95,15.75,0
-0.55,0.85,0
3.15,-10.75,0
-24.15,2.35,0
11.65,18.65,0
0.05,2.95,0
6.95,-15.15,0
18.55,-8.15,0
-7.05,-24.95,0
-3.05,-2.65,0
19.55,-23.75,0
-0.25,-18.55,0
-17.85,4.35,0
-19.55,19.25,0
14.75,-8.35,0
-7.45,16.45,0
-24.65,1.35,0
24.45,-10.35,0
21.55,1.65,0
18.65,14.35,0
12.45,13.35,0
18.25,2.95,0
9.85,-5.65,0
-9.25,10.15,0
22.55,13.55,0
10.05,24.95,0
-19.45,15.75,0
22.25,-4.95,0
-17.85,1.85,0
-12.85,-1.65,0
-11.65,-10.45,0
-10.95,23.75,0
14.05,-10.95,0
-13.25,-10.55,0
-10.25,-1.25,0
23.65,-8.95,0
17.15,-13.85,0
-1.45,22.25,0
-11.25,5.95,0
21.45,-21.85,0
-15.25,9.45,0
7.15,-1.25,0
-14.95,-14.95,0
12.35,-13.65,0
5.75,-3.25,0
6.35,-21.05,0
3.05,3.55,0
-8.65,17.45,0
13.05,4.05,0
24.95,-11.25,0
20.25,15.55,0
-17.85,8.25,0
-16.75,12.25,0
12.75,14.45,0
-16.05,0.65,0
22.35,-20.65,0
-20.45,9.95,0
-10.95,-21.95,0
-11.45,12.75,0
23.65,-4.45,0
-15.75,1.25,0
-11.65,-4.35,0
21.25,1.45,0
-2.25,-7.35,0
2.85,8.35,0
1.35,-6.55,0
23.85,15.35,0
-5.15,-20.95,0
-6.45,9.35,0
6.75,-0.75,0
-21.45,0.95,0
13.75,-11.15,0
15.15,-15.05,0
-18.25,13.45,0
24.75,-6.55,0
-16.25,-21.85,0
-4.85,-21.15,0
-24.45,-24.65,0
-8.75,11.65,0
22.45,19.25,0
23.25,10.85,0
5.65,-0.65,0
-15.45,23.55,0
11.85,5.35,0
13.05,14.15,0
-6.95,-18.05,0
6.35,15.25,0
-6.65,-10.65,0
-24.05,-11.25,0
0.95,-5.05,0
-6.05,-21.55,0
19.65,-7.35,0
20.05,10.65,0
-14.05,-12.25,0
0.55,-10.75,0
-5.15,16.15,0
1.15,-13.45,0
0.85,1.55,0
-23.95,10.35,0
-10.65,-13.55,0
2.95,2.05,0
-18.25,-6.85,0
-9.15,17.75,0
1.15,-17.35,0
22.25,13.45,0
-21.05,5.15,0
22.35,-22.15,0
-18.55,14.65,0
18.25,17.65,0
-23.65,-0.95,0
12.75,18.05,0
1.35,-14.65,0
-1.25,0.35,0
10.15,-7.45,0
-14.05,22.65,0
12.35,13.35,0
10.85,3.45,0
-0.65,-22.75,0
19.25,-14.75,0
-4.75,-6.15,0
11.25,15.75,0
-11.45,7.65,0
-0.15,15.05,0
11.25,23.35,0
18.75,-8.65,0
14.85,18.15,0
8.75,14.65,0
-23.25,-9.85,0
-18.45,-16.55,0
8.95,-21.65,0
-18.45,-21.85,0
15.95,-14.65,0
-17.35,23.05,0
-2.45,-19.65,0
4.75,-23.35,0
4.85,6.85,0
-11.75,-24.75,0
11.15,-24.45,0
12.45,-1.45,0
-8.05,-3.95,0
17.05,-1.45,0
-14.05,13.15,0
-12.55,-5.05,0
17.05,-4.15,0
-23.35,24.65,0
-19.95,16.85,0
0.75,21.45,0
-15.45,13.95,0
-13.15,21.65,0
-13.45,11.85,0
-21.75,8.65,0
12.65,-10.05,0
3.05,-14.25,0
-7.35,9.45,0
-16.05,11.95,0
13.55,-18.35,0
-6.65,-2.85,0
10.15,-10.85,0
-7.15,14.25,0
18.55,-5.05,0
-3.95,23.65,0
-18.85,-11.65,0
-0.15,23.25,0
8.85,-7.95,0
15.45,8.75,0
0.05,-17.25,0
21.25,2.95,0
-6.25,17.55,0
-16.85,-2.65,0
-18.85,6.95,0
-8.05,0.95,0
8.45,-1.05,0
20.85,14.65,0
0.85,15.85,0
18.05,11.45,0
14.25,-3.25,0
5.35,-7.25,0
-18.35,23.35,0
12.45,-6.45,0
-7.55,-14.65,0
-17.15,-8.65,0
4.95,-20.95,0
11.45,-12.25,0
19.55,-16.65,0
19.85,13.85,0
23.85,-0.15,0
-19.65,-5.55,0
-1.65,20.75,0
-12.25,-18.85,0
24.45,14.25,0
-5.25,-10.05,0
0.35,8.35,0
-4.15,19.35,0
2.05,14.75,0
19.15,-0.75,0
11.65,6.35,0
-21.75,-8.05,0
15.65,-9.05,0
-6.15,6.75,0
-7.25,20.55,0
17.15,-6.95,0
21.85,-6.25,0
19.95,-17.15,0
7.55,4.25,0
-24.05,1.55,0
23.05,-9.35,0
16.55,4.15,0
15.35,-18.95,0
1.35,8.05,0
-6.05,-12.65,0
3.95,-16.45,0
-22.75,-4.65,0
-17.25,-2.75,0
-1.35,17.15,0
-13.05,21.55,0
2.45,8.85,0
-8.15,-19.25,0
22.25,-13.35,0
-13.35,13.65,0
-18.05,22.25,0
-4.25,-24.15,0
23.35,-17.15,0
-10.75,-1.45,0
-14.55,7.55,0
-2.05,0.25,0
6.35,-3.55,0
23.75,-9.65,0
-1.45,-3.65,0
-10.75,18.35,0
23.75,-7.55,0
-10.15,23.85,0
-5.95,2.85,0
-21.65,-17.75,0
-5.65,21.05,0
-15.65,-10.55,0
-5.25,20.05,0
1.35,-6.95,0
2.05,3.65,0
-6.75,-6.25,0
-2.55,-22.65,0
-8.55,14.15,0
23.45,-7.85,0
11.15,12.15,0
22.15,6.75,0
20.45,1.85,0
-22.05,5.95,0
18.55,-20.95,0
0.45,-4.25,0
-8.05,7.05,0
15.45,11.25,0
11.15,-6.45,0
6.85,8.35,0
6.75,12.55,0
-16.25,9.95,0
3.95,22.45,0
12.45,-18.35,0
18.45,-5.95,0
-13.55,15.65,0
-1.35,23.55,0
21.25,17.15,0
-12.85,22.65,0
-22.85,-1.55,0
-16.55,-18.15,0
-1.35,0.65,0
-13.05,11.25,0
-12.45,-22.75,0
6.75,14.15,0
-23.75,-7.75,0
10.75,6.65,0
-15.85,15.15,0
-23.75,-13.25,0
18.75,18.15,0
-23.95,-20.75,0
-5.35,-13.55,0
2.15,5.05,0
-19.65,15.05,0
-7.55,22.95,0
-4.35,17.15,0
3.55,-12.05,0
10.05,-5.45,0
-22.55,7.15,0
23.15,6.75,0
6.65,-13.65,0
-0.85,0.35,0
-19.65,-4.55,0
-0.45,-16.35,0
-21.15,-0.25,0
-10.45,-13.15,0
-21.75,-0.65,0
9.05,21.25,0
19.45,-7.45,0
-8.95,24.85,0
-18.55,-9.05,0
14.55,11.35,0
-18.35,8.15,0
-17.55,-15.65,0
-18.15,-7.15,0
19.25,-20.15,0
12.75,22.15,0
20.45,-1.05,0
22.05,3.55,0
18.65,-21.05,0
13.65,15.65,0
-12.05,-7.35,0
10.05,-7.95,0
22.15,-4.05,0
24.15,20.65,0
-8.75,-23.25,0
-6.55,-10.35,0
18.15,13.75,0
21.75,-17.85,0
-4.75,21.85,0
-21.45,12.45,0
19.45,18.85,0
-9.85,17.35,0
11.25,-18.65,0
-20.55,-9.35,0
8.25,4.75,0
9.85,-6.45,0
2.95,-19.05,0
-11.65,-1.15,0
14.55,-18.35,0
-4.15,12.25,0
12.95,0.95,0
-20.25,-9.85,0
-10.05,-9.05,0
-12.35,20.75,0
13.75,13.15,0
-8.25,23.65,0
-9.05,-17.15,0
14.05,-6.55,0
9.05,2.15,0
-23.65,5.65,0
11.25,-2.85,0
-2.95,24.05,0
15.05,0.15,0
-6.45,-7.05,0
9.55,17.15,0
15.75,10.85,0
