vx,vz
# Ensemble de particules : N = 160 | d = 3.3e-10 | E_0 = 1.19e-21 | taille = 3.99e-10 | masse = 6.63e-26
-9.60846,92.7634
124.392,160.385
26.8884,246.583
-147.591,55.0993
66.7335,18.8455
66.3855,-60.0276
-43.5908,-142.48
-340.933,-178.864
-100.555,-106.278
84.0972,-6.72058
-11.1354,275.755
84.8638,-39.3345
-142.384,-258.479
-113.973,137.013
44.1147,109.625
-45.9996,223.78
-241.562,-189.692
-25.9601,-150.031
276.317,235.321
201.292,-94.5818
34.3616,-173.471
-77.9853,46.9371
-0.124209,-241.09
-30.5372,1.42908
-110.648,3.80688
-120.977,-8.99005
114.334,85.6553
-158.577,55.6606
-74.4914,50.9152
437.254,-74.5038
-35.5855,63.2367
55.2933,18.6313
-49.4274,239.138
254.632,134.082
-99.8808,-163.083
-120.72,136.185
51.8702,-129.421
384.884,329.069
-273.327,86.3132
-81.8417,28.729
182.125,-117.75
-235.874,-20.3328
-203.97,80.3379
-94.1124,53.8412
-61.5111,-370.825
-45.0923,33.0678
-16.5049,38.8284
39.7595,157.897
-140.698,-98.2438
-197.857,35.9532
-69.1142,-253.856
48.5615,-222.279
-88.9206,3.81024
-27.6775,-10.9445
-289.42,59.5286
14.7519,141.543
-76.5197,-120.458
39.3938,-42.5336
-106.896,-84.3712
46.7426,93.4004
30.7423,-154.991
184.208,-99.943
-215.781,-267.893
246.195,-99.6789
-49.6064,-43.0414
-15.3947,-76.3161
-199.5,-45.2901
-120.962,62.7299
6.64459,-216.327
33.7265,124.908
-111.804,-105.347
55.4309,18.198
-8.95519,-48.9935
-39.4521,51.0075
236.435,-67.2503
-229.82,-74.9896
-64.5253,90.5875
-119.636,-153.719
69.6776,-72.8607
10.7572,-16.8815
-50.7831,129.342
29.4435,256.562
-170.611,-15.655
-94.534,172.475
56.8192,-178.791
29.0699,136.296
98.3027,119.12
130.951,-122.51
-5.51647,-42.0642
-9.44462,-2.09012
35.4095,4.96042
106.193,-6.48575
-61.6202,139.963
-46.0579,197.965
2.50821,77.3543
108.802,-97.9963
-183.47,-46.196
70.8634,219.192
-55.8917,-88.2868
-27.6948,-304.228
176.794,-246.877
-201.948,91.3255
27.5997,73.3209
-6.97221,7.03756
-67.9013,114.806
-91.6209,18.2916
-85.769,-201.112
-254.821,-89.238
-16.1949,4.07101
47.749,-7.94581
141.958,200.412
5.10173,75.8035
299.205,-13.2642
-95.57,-33.1501
-71.9788,-117.8
72.8696,139.962
-92.8062,81.1933
134.911,-202.28
-16.1528,65.2403
-33.9661,266.503
-125.831,165.404
-51.3343,141.05
23.63,18.218
-4.86097,-22.7737
-7.25671,-302.375
60.619,-133.646
258.867,100.342
146.265,50.9051
-86.4641,-205.909
-44.2219,67.779
116.967,-103.337
-2.28798,139.776
94.9603,132.865
52.0682,220.321
-88.0473,13.0868
-177.61,-56.7708
6.13608,-37.6378
44.4208,50.4931
83.9027,46.2765
-307.773,18.3699
-257.181,299.024
2.07952,161.477
-216.827,-13.2232
167.435,157.738
-82.6592,-114.478
21.7564,22.2492
-175.65,-21.6958
220.215,-8.73106
-63.4688,-42.3171
143.235,38.455
459.205,-53.9795
82.3436,49.2999
18.6928,335.975
121.3,186.532
-48.0436,-162.353
-10.5813,334.972
-122.143,-147.671
-4.46614,157.368
6.72119,205.06
-76.2449,-146.805
-56.6347,-143.878
-21.4516,-182.758
-91.8725,-226.214
-13.1896,23.4171
151.953,-215.545
183.365,169.358
123.146,-68.4951
19.1112,-188.086
109.646,-180.017
-49.0245,109.078
-106.496,-0.929291
-266.858,-175.944
-31.1975,75.8797
-164.735,13.2767
-48.7542,-237.072
-155.364,-76.3742
138.688,142.175
-33.8817,8.42767
1.34848,-50.9341
103.078,5.71898
78.1589,-88.8479
10.808,-108.399
116.965,-147.558
284.99,126.449
-156.33,-64.6528
-230.664,66.4677
130.806,109.12
-125.838,-42.5895
266.196,38.4779
-93.9251,59.3425
195.526,124.154
-166.266,156.853
-117.082,219.253
-145.064,55.1879
120.941,-142.555
-125.128,276.934
39.8139,-50.2882
-83.6606,-221.214
-17.6198,193.699
-7.75927,168.746
-376.582,291.956
-11.1821,-31.2245
128.463,106.082
48.8867,-50.8893
129.884,-344.282
-7.0511,-264.073
-148.592,-171.586
-31.67,-60.5456
-78.4199,134.67
-175.015,-62.0386
150.338,54.4349
94.8235,-196.649
50.1012,39.9078
29.8141,-49.4206
110.275,23.4408
20.4599,-250.506
-250.116,38.4574
185.508,7.03226
28.6957,-85.3209
-14.1281,126.135
-125.631,162.285
-9.09569,-235.078
-36.3366,-96.3155
-174.938,-118.27
76.1539,121.21
126.418,415.746
-40.658,-181.821
-181.035,207.426
-226.38,-62.0409
13.8337,60.3245
108.212,-50.5061
-62.5666,-16.5842
-10.2231,138.864
-103.592,20.7907
-85.2773,242.431
-83.9741,-33.7385
-148.596,38.4099
-76.2065,-116.331
-180.106,-107.251
79.5519,231.047
-12.7565,98.9512
-5.237,108.897
181.577,-200.164
-61.977,240.989
-49.4047,-77.165
-199.924,-8.34493
-14.1198,16.4918
-119.834,-183.205
53.2755,153.141
-108.062,-69.1855
268.645,72.4448
69.6017,-23.005
9.4067,-185.522
-261.456,-7.65293
98.1644,6.70504
28.9579,-211.56
63.895,-10.6754
18.9643,25.128
-163.576,7.87929
-127.004,-44.7333
67.6834,-39.2944
-16.5509,-57.328
-122.916,-114.669
88.2368,-11.0768
-205.117,94.2716
-129.531,159.934
-203.194,-112.066
142.226,-2.39929
-30.7813,96.3816
-265.944,-116.121
-166.776,55.3127
45.3969,-67.3627
-283.716,-81.19
-462.88,-125.485
64.7842,61.2833
-4.70638,-59.8654
178.191,-46.9795
-2.6636,42.9472
-12.2979,-317.355
306.676,-64.317
-58.8788,-103.032
-22.3857,55.7562
-82.949,-116.506
41.1843,8.54444
62.1256,-60.5935
-100.906,-188.923
60.4763,49.2702
-185.919,134.273
-2.40346,-66.5104
-123.782,207.328
-44.5391,137.93
-72.4163,-149.091
-188.244,163.903
66.5009,-94.3238
38.7409,209.439
-34.9114,-99.2597
-69.267,163.757
-161.794,-47.2737
-87.6844,-228.677
-153.113,-60.096
-30.4233,-34.2328
-199.749,-115.718
35.1595,-121.274
164.788,-83.7084
-1.66806,-5.92009
128.207,-75.8169
-71.6309,-176.168
-70.2292,162.543
201.056,-4.61169
-134.025,217.289
-89.2922,21.8337
39.3093,-44.9428
-140.968,-156.81
-72.4402,27.5392
-235.378,53.872
20.5058,8.5022
-204.665,187.929
-57.216,-194.006
-152.913,-100.994
-64.3441,-111.513
117.322,-164.211
-56.7613,-0.766191
-9.82008,-19.216
-30.627,-51.5535
52.3291,24.3615
-107.097,208.365
-17.5308,66.8473
43.9104,-171.177
131.062,38.9988
232.984,-10.9797
-64.1525,211.922
-63.0377,-201.056
-101.19,-46.0542
-142.482,-85.9723
-101.314,145.314
28.1865,199.666
308.604,108.468
-181.166,-108.674
12.2926,-191.496
154.795,-112.091
-110.003,114.646
33.5086,-19.203
2.18516,60.8663
132.31,-104.622
-66.113,214.465
-121.276,169.044
56.8279,-196.222
-33.0781,-187.953
292.686,-1.02971
24.8677,171.875
-80.5965,194.544
159.552,270.714
163.984,210.686
-13.566,-130.523
-90.9708,122.289
-89.8835,-99.745
-98.5772,-5.27044
-110.96,154.619
-244.785,64.597
-24.6968,-98.4419
-31.8401,-58.9018
-109.657,-144.603
-31.854,-193.234
43.8444,-25.7802
-40.9884,56.1357
103.2,-33.5234
-21.2259,261.916
-121.967,19.5933
179.69,250.983
241.095,-70.1525
-39.9746,-270.913
-86.1942,214.913
-23.2589,-53.6855
13.6601,-41.4478
50.8086,117.926
-300.644,126.589
215.305,-91.005
-252.028,-86.2087
170.311,-12.8249
-57.8986,48.0781
-141.473,11.317
136.579,91.5995
-87.474,-135.009
236.914,0.408019
-112.189,-209.865
53.8154,107.79
-79.0266,313.804
-50.1549,-98.0658
106.485,48.355
36.4303,-304.67
-94.3626,-231.383
-141.599,74.8768
204.15,-272.295
-130.871,7.83748
106.052,63.2816
-23.682,133.877
151.446,48.2675
-101.533,-0.46481
206.275,-45.905
-11.1527,-256.517
-217.449,229.221
-257.68,108.69
-76.7991,388.028
135.903,226.198
1.19836,149.008
34.3429,116.114
-84.5848,228.006
-160.51,-33.7479
-29.4213,-73.478
96.0945,181.797
-67.1749,88.5126
-162.614,57.3451
-2.26863,-119.174
99.4847,158.616
182.021,111.659
-187.386,-120.352
-35.4644,-126.105
-144.358,76.0231
33.4438,-53.9404
-287.855,136.775
133.532,-107.543
-53.1938,-111.974
55.2919,-34.8136
-295.42,-15.0145
91.0128,-18.5109
107.52,194.165
-9.71226,-107.519
28.6083,-102.004
-66.3235,85.4032
325.865,218.396
60.7293,-37.4675
-15.087,-133.448
-166.648,-128.843
-49.2218,227.471
127.632,438.271
-62.8526,-200.143
261.891,4.35672
6.06885,135.335
-47.1201,142.764
-92.4495,191.895
86.9779,-228.246
-38.4452,-95.1785
42.6717,-250.404
-392.721,-147.134
-82.4123,200.439
-171.314,101.033
-109.702,-151.741
19.0128,93.5145
-25.8225,40.0397
42.3646,228.033
-177.48,144.505
-191.01,-30.5926
-14.136,84.4306
131.256,190.537
128.624,-25.3065
-24.3674,8.55392
-149.284,-140.031
-69.8019,-295.621
-56.397,-60.3997
218.274,-221.547
-12.9913,-40.5733
161.024,118.132
324.205,-40.6458
-30.8117,-25.9878
206.111,72.2759
-32.4003,-85.8634
-121.632,-171.572
-112.828,-3.93787
201.391,68.855
267.38,-110.778
160.15,140.818
-165.395,-5.03305
89.3091,-125.158
115.18,-93.1301
-9.58775,12.8705
201.073,63.2957
58.8314,-14.25
-2.38719,-165.5
-92.8286,-12.3914
-113.733,56.762
33.6248,-4.82399
42.4516,-11.4892
35.5288,-107.655
-158.289,117.688
-127.397,27.7216
-190.272,19.4682
250.495,46.3581
-43.4616,-180.538
26.469,-132.917
-143.254,-156.572
77.2444,139.258
53.1151,42.1925
28.5812,64.2991
-120.111,197.968
269.314,21.7496
25.301,2.42636
109.646,-13.3233
-15.003,39.0721
288.83,-39.5123
-74.9732,6.05613
-81.7893,-398.772
89.2564,81.7353
7.8755,55.8839
-182.683,52.4709
45.9725,59.3307
-43.5646,-446.964
200.137,184.534
-410.349,-210.686
-64.2408,-102.758
-120.004,204.764
-243.923,-87.5497
-3.70862,-143.23
-70.3885,265.233
57.4237,-72.8995
202.044,82.1562
83.6025,-197.237
45.1397,10.3773
-98.2703,100.836
-95.9182,-66.2097
-212.358,172.909
248.462,77.5872
-141.226,-219.496
-33.0951,11.6341
-45.9533,-109.045
-43.2452,-122.796
15.6631,104.891
26.1061,-134.9
-119.409,53.8434
83.5589,-46.2287
-215.328,-247.038
35.672,8.43463
-65.796,-165.081
-180.9,91.2793
168.27,219.681
94.1306,-272.9
249.949,100.93
-87.4043,85.3898
-241.679,-133.507
-307.419,137.592
162.023,127.055
10.5318,-138.389
36.9201,-266.458
-32.1462,54.6702
168.023,196.967
-196.649,-111.581
-137.397,-119.418
-247.677,-22.6073
-43.8556,65.3426
125.035,92.932
136.632,-51.1004
67.1926,-25.607
-81.2462,-171.102
-210.846,-340.37
-127.039,-95.992
-28.1748,-153.803
4.53306,-145.338
127.26,55.6988
-230.201,66.4149
-127.972,-13.9512
190.937,114.26
126.877,-108.889
-46.0323,-101.116
143.507,42.5556
369.426,-162.147
64.0658,-29.3202
155.842,188.768
237.654,61.2844
21.3706,-304.008
12.703,16.3559
-11.9803,-85.3771
-140.516,-247.325
-129.32,-335.214
201.23,72.1719
-318.281,-170.281
-12.5574,62.5632
47.8686,-28.993
209.099,83.5542
-202.072,103.028
118.319,-124.562
113.689,147.728
33.6144,-197.847
106.89,-1.02125
45.8891,34.9703
-22.2898,90.1342
-23.2511,-46.8038
59.4567,30.5115
-20.0101,108.409
14.0013,245.255
136.328,-47.5791
-90.4661,-127.311
57.256,-122.923
-143.618,-25.6217
-32.3228,8.75165
-72.1121,153.203
-146.087,-73.5122
-13.2007,328.006
-89.2492,5.60372
215.389,-118.699
-31.1438,86.9924
-115.32,-90.7579
-129.8,9.73046
167.558,-29.6177
82.2207,-136.864
-203.919,-68.9425
136.209,113.502
-336.349,-218.043
-182.683,-158.703
5.50346,162.499
-101.206,-149.926
-23.004,-40.5413
-116.933,-141.806
-233.384,-16.4936
-118.308,-180.75
-169.195,13.0192
32.9953,-23.2903
246.358,123.096
250.859,139.141
13.7953,-135.822
286.54,3.68819
-191.812,-207.565
-232.86,114.623
-28.7236,-34.93
-59.7949,-48.6098
-193.501,-377.768
135.414,-90.2138
133.468,-0.207024
-39.0259,-33.2664
-64.5359,197.563
298.354,-190.863
29.3115,130.137
-208.003,-115.306
-73.9381,62.8069
26.5295,-186.847
-148.407,33.2733
-271.301,-180.591
63.2202,-144.984
-166.007,4.53027
-80.3039,136.187
49.3424,161.424
-24.2564,-69.2172
-234.255,-113.372
-198.131,-153.086
81.9025,-113.468
142.257,115.415
-68.2692,130.451
109.714,-3.87096
156.627,0.102866
31.2784,-56.7371
-10.6234,-297.947
147.501,145.893
153.449,-80.078
89.8624,-224.572
104.96,7.66768
404.41,-145.639
40.1245,5.58205
-109.698,-4.2755
34.9613,46.8985
-20.5941,-28.75
96.0351,276.25
-69.4322,180.167
-49.1239,-119.915
-169.172,-191.033
135.941,17.5861
-243.019,-102.446
232.928,135.09
109.078,-33.1038
128.315,-6.40076
28.5443,-51.5035
7.40604,-94.0794
28.3994,-380.9
-19.6853,-189.971
-36.1791,7.94694
-112.102,91.766
-26.2376,87.9275
40.8679,-54.298
223.937,-90.3215
30.9787,325.308
151.197,0.589649
-39.6818,170.039
-8.12119,221.016
8.33806,-2.25542
-14.8625,-162.933
29.4862,-133.686
156.75,-24.9589
19.2353,235.395
127.131,234.51
-274.302,-74.0589
100.485,18.1553
-40.7973,-19.8969
106.039,-86.5642
-118.64,-79.3092
42.1218,-78.5248
134.1,-59.6202
45.5026,19.5717
-248.449,26.6358
-0.209457,338.616
-53.4793,0.643442
118.1,198.619
68.6165,16.278
-35.1182,131.22
-35.7987,133.634
-50.2923,-20.9353
-75.6752,33.5546
-4.60372,103.84
19.1887,-8.61574
-88.171,9.27658
-45.7951,135.203
-69.6206,160.198
-143.279,-121.164
61.8545,-105.002
143.166,-73.1483
166.716,107.268
18.6197,3.09368
-23.6007,-175.846
-124.432,72.3886
-84.7087,-3.80561
-93.4715,-75.3827
-98.451,-21.6612
17.5245,235.419
-129.924,38.27
-12.8658,-102.121
-29.1935,22.7007
358.151,165.033
114.475,86.5512
54.4919,104.073
-78.8396,-13.0431
127.012,-242.761
-329.791,64.732
37.3856,-169.91
-5.04805,-35.0566
10.8153,-57.762
-280.247,-285.489
133.462,-126.612
203.458,-77.3685
-24.7583,57.3297
74.547,42.8479
-2.2633,97.7548
109.455,161.254
92.6644,-29.4259
-35.6895,-186.438
160.621,-27.958
-115.91,-181.493
-15.3874,-5.26272
-64.9787,39.9718
-47.1253,28.3048
-239.693,-17.6138
-220.239,161.72
-96.6643,54.1188
70.8439,102.082
161.528,43.7241
-2.72089,-56.7166
62.5956,68.7188
6.64071,-141.903
-209.488,-155.743
47.8858,89.8036
243.808,-391.54
-156.905,200.491
194.286,-58.0425
184.352,-471.332
-181.245,-148.337
-145.623,-121.465
22.3537,-20.2288
63.1293,164.92
-110.245,-41.5193
-321.235,215.984
64.7408,-12.4341
-215.926,-188.882
192.242,34.0946
99.4028,-151.192
-275.087,239.893
-80.8131,-227.99
-187.884,154.162
72.2562,-109.08
157.552,111.319
-73.5406,138.048
71.1982,72.0728
215.789,-120.205
-16.5197,-4.87026
174.708,-114.679
-44.4429,-163.763
-187.877,33.9981
-2.8286,-173.865
-91.873,112.388
-31.4923,155.852
-41.6495,11.0097
-299.361,106.189
-208.755,-86.196
-214.865,223.843
74.1199,-41.6412
115.895,-26.4241
27.9864,-29.8886
-22.1416,9.21681
-244.111,228.46
95.9145,19.8182
-175.622,185.84
-7.33054,-79.6948
21.2356,122.139
-235.825,19.3289
92.5541,53.1748
155.006,38.039
49.8194,-37.3865
59.0266,220.74
157.278,-50.2053
-214.064,57.0219
28.4251,92.4479
9.42904,-65.3186
-117.315,213.842
212.235,-17.8922
48.461,181.787
56.6049,-56.7421
160.608,-279.569
81.2157,-112.7
170.426,-202.917
136.82,129.505
122.425,141.634
54.6922,-187.965
-312.687,79.7696
51.3332,-9.86254
-233.879,191.768
112.916,-71.5064
-36.2088,-13.0732
96.1526,19.0327
292.862,173.501
97.9105,131.788
129.835,-27.073
-83.1194,118.439
-99.4557,352.883
-260.779,-93.0417
196.942,59.2818
74.918,167.253
-37.0159,-191.585
7.2074,162.049
-146.7,-264.375
-7.80459,66.179
70.4423,23.7084
-35.6714,-91.8911
71.9356,-125.246
178.574,-129.587
50.0878,136.305
-199.869,-79.5501
32.3149,-76.8212
-213.533,-41.8998
-52.1676,-140.175
-267.967,47.2299
15.483,147.069
56.5754,-3.55633
150.342,108.558
-246.15,112.831
30.0978,155.817
413.877,-42.986
46.9702,38.9637
-3.99101,-76.5824
35.4735,-98.2017
-259.383,-78.1406
-206.605,110.327
181.679,-27.643
0.86906,141.423
-241.374,41.8615
202.877,-91.4917
-24.1777,-44.645
268.828,-13.3606
45.9766,-181.361
142.19,-15.3865
-54.6606,-204.742
-127.275,99.0984
167.904,150.726
49.7404,61.1296
276.121,114.044
36.2665,54.923
-242.523,-225.545
28.1685,40.3257
-171.311,-94.6182
107.883,132.975
131.979,-43.9239
-136.734,221.64
97.471,-20.2151
161.425,17.1997
13.2168,235.895
-362.302,174.769
-339.526,3.85148
-48.2099,-4.34604
-188.35,-1.39962
-10.8572,9.1413
192.707,-120.063
207.54,-79.1969
-42.8683,-15.2238
-57.947,136.364
21.6735,-60.5091
-304.437,-220.349
-117.168,15.1272
409.427,-69.2826
178.473,-185.211
-135.962,19.9077
44.4899,147.892
163.943,142.782
-111.147,-10.7055
161.738,65.4619
78.6646,127.195
183.776,-30.3881
-24.4456,-206.716
-56.4378,-237.603
148.865,-61.6907
-89.717,-184.504
81.6863,175.664
34.523,88.7946
-29.721,-156.098
-51.45,183.718
-15.2644,13.433
-128.369,-65.6665
-299.283,90.1462
-35.6328,194.711
-94.4794,131.621
206.384,90.406
254.714,143.474
149.805,24.3643
-125.587,-17.2882
156.667,-61.1531
-68.7564,-134.425
-47.9042,-101.201
18.7657,52.7228
-164.225,26.2541
123.526,-59.0574
135.16,0.423007
-14.1085,-41.4718
274.155,-2.08006
58.4938,-156.035
-41.5673,135.693
14.844,-248.341
119.6,-59.9106
176.678,139.654
5.02273,-153.28
163.231,-38.0309
-99.4662,151.749
96.0515,-14.3228
209.63,95.1451
5.83432,31.2127
372.403,-132.061
-13.9993,98.408
-39.393,-108.698
-9.68726,413.054
-79.3533,-89.9579
290.437,362.543
-63.1176,-127.678
301.338,-34.904
-212.005,-143.505
-20.4164,176.456
330.423,-260.05
-113.88,268.114
54.4497,-170.113
-144.827,-59.2562
-202.978,-41.1803
19.1896,-180.099
154.285,142.197
-112.153,-3.87528
316.006,-17.3202
-72.7164,-49.5649
-117.018,37.5448
175.737,121.258
59.0667,-46.4906
429.156,10.1614
-115.189,364.355
-32.9286,51.9624
76.9872,-76.9877
-91.2552,49.022
-113.184,-71.8366
-199.585,-203.984
183.791,-53.7351
-301.79,-5.98882
116.258,-93.8633
21.4594,-131.654
-31.4458,-103.645
-75.3057,-198.682
-28.3325,-20.3522
-18.407,-22.7866
146.917,-99.7872
104.27,4.9143
100.868,136.676
-208.344,45.2986
-67.8072,-216.183
225.615,98.6268
-115.295,125.156
95.8246,63.2664
-303.088,-65.1354
-103.333,-156.581
102.462,-86.9202
13.7338,-340.689
-202.203,70.0541
85.0027,-170.815
-144.176,-138.736
-25.958,-203.252
-91.5901,171.224
78.5775,91.6389
-141.57,27.1857
85.2037,193.076
23.0621,-73.3995
47.0287,-29.1635
-157.281,95.5755
-274.24,132.835
-33.9774,86.7054
-63.2489,-21.073
78.3993,-231.659
-115.044,206.754
248.27,62.4296
205.846,-36.008
42.9034,105.413
-178.76,-20.9385
150.087,127.144
190.76,-80.9852
-58.1093,113.725
-42.6215,-39.923
20.0455,-66.6149
52.2966,128.639
162.116,-216.262
133.897,2.8785
14.0491,80.7987
-234.737,86.8687
202.664,-140.499
-152.953,176.774
-198.631,136.146
21.3706,-61.1908
-28.6945,72.7655
-85.0985,38.6398
59.7591,-140.674
-252.186,12.4206
-34.9559,92.7216
-345.736,-52.411
-202.572,31.8002
201.197,204.918
51.2847,-211.348
165.615,132.583
-172.361,69.2405
-31.0375,86.314
-99.4441,-62.7317
-5.30021,72.8427
68.5505,-24.5615
13.2905,-144.063
-174.31,-49.6785
19.8795,-21.6538
-140.131,-186.409
-48.1212,-231.029
162.925,293.365
-152.16,93.5079
-95.5701,-205.141
-189.511,133.978
-150.301,63.2923
-75.9695,-145.231
57.0858,82.4982
124.968,-95.934
-68.1603,-103.446
245.276,-191.569
17.5196,55.5284
149.222,-188.029
-109.778,-167.18
131.909,-54.4951
-226.665,-56.9753
27.1175,-115.015
-39.4085,219.326
-175.484,24.3639
2.94279,-217.157
-225.105,-177.11
-212.147,-89.3405
65.0627,65.2816
-158.274,-41.9797
178.349,-172.467
-106.713,28.9766
-33.1042,-18.7815
-59.1677,84.5469
-22.204,-259.57
-15.6161,-82.141
-100.357,249.873
27.6131,210.496
251.248,-181.231
55.7323,-2.52241
293.562,110.761
57.1799,74.769
-185.019,-2.86243
-55.5531,21.4498
84.4737,-63.4831
124.633,-272.848
-68.5939,-199.618
-59.9486,-42.5537
4.70031,7.89354
-275.095,-81.1918
323.627,146.604
-83.8491,250.99
-73.5376,-35.8796
55.288,106.021
-38.9833,118.693
-36.7402,-1.96457
-50.2871,-78.1272
249.654,102.534
-12.1282,33.9756
-194.545,59.9234
34.0748,17.1593
-239.869,93.4416
99.102,-144.753
-189.277,299.166
8.13105,-58.706
-317.335,-244.821
190.961,245.344
-18.2424,113.198
-132.832,78.7294
-124.109,-164.79
-123.528,-30.8391
-108.283,22.8208
241.645,-260.822
-172.292,-130.207
162.675,-75.7594
-38.892,-72.948
79.5981,-296.303
-106.14,-118.14
-89.5622,-65.0115
-139.201,96.4156
58.3652,-160.217
-10.1303,229.381
455.006,13.2075
273.837,136.139
116.863,94.5862
55.2537,-153.675
210.082,-160.295
52.8458,-164.361
104.479,-136.436
2.46291,-311.129
41.6436,-23.109
45.067,330.147
22.7262,205.368
36.9116,283.346
88.006,-183.433
208.922,143.065
-38.8515,-63.6674
-52.4546,-161.637
25.7178,204.356
12.8376,-309.43
-130.467,-147.317
-28.3304,98.8094
-99.2424,41.1055
40.8459,-7.51504
152.203,-31.4292
-160.167,-116.001
52.5453,-169.218
35.7054,185.047
-225.418,11.2643
121.48,-253.936
-94.3607,90.4488
53.7697,-97.7961
43.2681,347.999
59.7571,156.368
-10.1614,134.63
-109.68,72.9547
75.4467,158.653
-122.746,97.4016
-152.755,364.455
15.4003,-173.933
21.2711,-211.291
27.1687,-40.9715
-197.51,25.1419
1.65135,108.178
330.847,-165.559
-135.845,20.6162
69.7929,168.919
-102.842,-229.415
51.3291,84.634
-6.37209,135.757
86.4593,9.81362
-48.0036,-182.076
-297.016,14.9034
127.374,96.5789
-188.184,-261.761
-178.654,-47.5877
34.8483,57.8648
155.632,-272.912
-125.561,23.0139
234.185,114.706
145.842,-78.71
-100.875,-167.924
186.809,-48.914
-77.1587,-109.194
-42.1014,-31.771
-44.5335,-85.3107
33.0436,153.552
214.944,-163.189
-13.3028,207.278
-125.403,115.034
30.7333,24.1184
98.5612,-18.6766
-23.1454,106.144
54.8545,-37.1348
-283.203,133.242
-13.7744,146.143
214.346,-94.3032
195.436,40.9263
-66.4932,-113.388
105.636,-59.6814
20.06,-57.4676
-61.5511,27.8831
98.843,-101.514
40.2359,-348.075
258.138,-255.183
70.4202,-53.3442
365.332,141.988
39.6122,-1.40746
129.37,-39.5932
-3.1822,-15.7411
8.27931,14.7891
73.0242,-131.85
-213.218,-64.8849
-54.8492,-201.563
-50.9098,-143.796
-14.8458,77.2259
101.817,-24.0422
-101.361,-236.561
52.7362,121.947
-31.6889,31.0711
20.8701,82.8373
6.49824,209.107
5.73766,76.7311
-87.8657,79.4705
-7.78598,-24.5291
-71.0608,-63.6002
25.2406,196.15
71.0954,191.899
-69.7773,59.0075
-176.184,24.8187
49.7356,-96.5068
-114.964,172.85
29.1618,222.06
178.837,21.3165
41.1016,-137.502
-189.84,-70.5792
-56.3561,-245.384
196.307,232.786
128.625,310.859
331.845,-77.0219
54.0014,72.9151
7.48276,129.337
-118.691,130.655
198.971,-53.3823
-7.32527,-148.254
72.0099,27.6291
-227.718,318.728
96.624,-163.878
-37.7057,125.821
49.0629,160.199
-109.743,164.731
14.3118,-62.5514
-222.95,27.6272
-153.51,138.69
-48.9615,59.1797
87.3796,-175.065
69.5413,149.927
-90.0739,-12.0749
-180.026,-106.837
314.679,-137.42
-163.041,-112.523
67.2407,-19.2098
14.2308,175.968
78.8839,67.7151
0.366314,23.1798
107.658,-1.84456
-108.657,153.629
-184.084,36.3371
85.4871,122.148
-205.068,-85.5577
123.943,49.4052
115.362,-318.067
-166.663,267.604
-67.2585,115.937
-44.17,-245.504
32.5315,340.322
-125.13,316.254
140.151,43.2789
-10.0255,-48.3809
-76.0572,55.9116
-111.82,-1.66668
198.349,-12.6438
-225.186,-167.774
-129.324,308.876
-207.062,-223.983
-23.846,-141.041
-2.17511,-116.629
-68.0434,176.008
176.971,-1.4049
88.3032,-96.118
25.778,49.2564
122.104,116.862
-52.6018,-65.7737
-56.6894,-3.15572
-65.0579,52.3598
-141.459,87.8342
-112.77,36.1575
110.632,228.345
-183.158,101.642
-43.691,120.154
249.161,50.2293
-121.936,-62.1191
-82.0032,272.417
110.445,-67.3667
-27.1854,-114.63
74.08,95.0007
-83.9,109.289
1.03315,3.99141
38.4937,77.0928
-79.6262,-80.9909
57.4789,53.3482
-109.834,10.6785
-21.2146,-39.4869
25.7897,75.0814
-101.746,-265.334
-44.1133,-198.683
196.442,18.0237
212.101,-47.7782
31.0386,21.8794
117.826,39.0827
130.033,10.4624
9.03517,-148.743
46.7495,49.0107
112.997,201.357
-49.024,-189.132
-26.4294,-39.8111
-13.5831,-94.3041
-209.782,62.8766
-209.601,-188.011
96.5097,4.69698
221.243,-262.048
219.769,54.4687
57.0897,17.52
-205.407,5.52028
48.8777,-140.573
-163.817,189.513
75.9526,-97.3192
9.03698,68.3447
-146.657,9.24682
-229.828,-216.814
-89.4619,-51.3608
-115.74,-6.88284
37.1396,-197.142
109.827,65.3616
32.0833,-56.7012
-205.526,-189.039
113.459,-170.096
-44.0708,-108.292
88.6716,69.0644
-195.639,-86.1479
81.4754,-43.7707
-42.0857,162.659
180.949,316.819
-61.7251,256.412
-196.121,-386.791
-135.126,-197.137
88.9517,-131.109
136.342,179.84
-58.6428,-239.432
-141.829,4.11093
46.2372,62.4706
-34.9947,291.608
65.76,-126.257
229.648,125.256
94.7343,21.7843
30.6989,158.911
70.6917,-24.8108
-159.45,-10.9968
-7.4415,-462.535
93.476,-15.6305
-5.86337,-266.021
-107.108,-88.5994
-23.331,-7.88987
-92.429,-115.536
206.881,65.615
67.1713,62.3604
-35.1499,88.4133
7.25749,90.8937
-380.109,-11.9485
257.477,108.228
-46.9817,22.1859
-132.683,57.5625
123.704,55.8405
29.7305,24.8217
-93.1686,-64.3907
150.333,-242.442
-21.1554,186.746
25.7859,52.9613
82.9282,166.726
-141.829,95.4755
40.4681,100.775
-30.4116,-129.871
-69.9784,35.8445
118.777,-119.01
-203.821,30.8844
-73.8298,-60.8438
41.7596,58.9942
-19.0192,22.5549
157.941,-51.4364
157.306,-50.2172
171.522,239.962
